web_scraper_order,web_scraper_start_url,container_links,name,price,location,image
"1765225656-191","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-5180652","Pigeon voyageur","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225659-192","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-californien-5189123","Lapin Californien","120 000 CFA","Almadies 2, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225661-193","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-metis-californiens-5198096","Lapins métis californiens","10 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225664-194","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coque-hermine-5202384","Coque Hermine","50 000 CFA","Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/87e2402a-abd.png"
"1765225666-195","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metis-californien-5225208","Lapin Métis Californien","25 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225668-196","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5232372","Pigeon Mondain","150 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225671-197","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-5246700","Pigeon","100 000 CFA","Sicap Liberté, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225673-198","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-local-5252650","Poulet local","3 500 CFA","Patte d'oie, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225675-199","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-de-race-5258333","Pigeons de race","Prix sur demande","Ouakam, Dakar, Sénégal","https://s3-eu-west-1.amazonaws.com/coinafrique-app-assets/221773170832_user_photo171201_1534597695.33.png"
"1765225678-200","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-columbia-5272290","Brahma columbia","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225680-201","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-5274172","Pigeons voyageurs","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225683-202","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-5274177","Pigeons","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225685-203","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-5274182","Pigeon","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225687-204","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/barman-5276065","Barman","12 500 CFA","Mbour, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225690-205","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-5276799","Lapin geant","Prix sur demande","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225692-206","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-5280953","Poule","25 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225695-207","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-5290537","Pigeon","30 000 CFA","Thies, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225697-208","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-indigo-5321991","Pigeon King Indigo","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225699-209","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-5323552","Pigeon voyageur","Prix sur demande","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225702-210","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindon-5323572","Dindon","Prix sur demande","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225704-211","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-braman-hermine-5329869","Couple Braman Hermine","90 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225706-212","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-braman-hermine-5329879","Couple Braman Hermine","90 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225709-213","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-adulte-2024-5337087","couple mondain adulte 2024","200 000 CFA","Pikine, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/ceaf9cb7-49e.png"
"1765225711-214","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-5344600","Poulet","50 000 CFA","Thies, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225714-215","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-metis-californien-5350705","Lapins Métis Californien","10 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225716-216","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-5352324","Poussins Brahma","Prix sur demande","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225719-217","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-padovani-5353407","Poulet Padovani","45 000 CFA","Louga, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225721-218","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metis-californien-5364052","Lapin Métis californien","15 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225723-219","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-voyageur-5381347","Couple voyageur","15 000 CFA","Mariste, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/ec6a148f-523.png"
"1765225726-220","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-5384185","Lapins","Prix sur demande","Thies, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225728-221","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pondeuses-5393356","Poulet pondeuses","Prix sur demande","Mbour, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225731-222","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coqs-colores-5394586","Coqs colorés","8 000 CFA","Biscuiterie, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225733-223","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-frises-5402120","Poussins frisés","15 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225735-224","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-frises-5402124","Poussins frisés","15 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225738-225","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmas-importes-5404325","Poussins brahmas importés","10 000 CFA","Diamalaye 2, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225740-226","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-blanc-hermine-5414572","Poussins brahma blanc herminé","25 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225743-227","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-frises-5430818","Poussins frisés","15 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225745-228","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahman-hermine-5435588","Brahman herminé","Prix sur demande","Keur Massar, Sénégal","https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=1367952870034467&height=50&width=50&ext=1569977219&hash=AeS1-9ngqsHmdlWw"
"1765225747-229","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metis-californien-5437884","Lapin Métis Californien","25 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225750-230","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5465434","Lapin","35 000 CFA","Almadies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225752-231","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-beaute-allemande-5486666","Pigeon Beauté Allemande","Prix sur demande","Thies, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225754-232","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-levante-5486667","Pigeon Lahore Levante","Prix sur demande","Thies, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225757-233","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-culbtant-volga-5497140","Pigeon culbtant volga","30 000 CFA","Fatick, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225759-234","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-manteau-noir-5497155","Couple Manteau noir","15 000 CFA","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225761-235","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-5497172","Couple Mondain","100 000 CFA","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225764-236","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-texans-pionniers-5497183","Couples texans pionniers","40 000 CFA","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225766-237","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-5497195","Cochin caillouté","Prix sur demande","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225769-238","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-5458528","Pigeons","100 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225771-239","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5507606","Pigeon Mondain","120 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225775-240","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5507608","Pigeon Mondain","120 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225777-241","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5514578","Lapin","40 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225780-242","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-5521622","Pigeon","15 000 CFA","Ouest Foire, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225782-243","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-5541428","Couple  Mondain","130 000 CFA","HLM, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225785-244","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-5572903","Pigeons mondain","Prix sur demande","Guediawaye, Dakar, Sénégal","http://coinafrique-ads-photos.s3.amazonaws.com/photos/15df0f05-132.png"
"1765225787-245","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5572908","Lapin","Prix sur demande","Guediawaye, Dakar, Sénégal","http://coinafrique-ads-photos.s3.amazonaws.com/photos/15df0f05-132.png"
"1765225789-246","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-5577027","Poule Brahman","Prix sur demande","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225792-247","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femmel-cailloute-5587969","Femmel cailloute","30 000 CFA","Mariste, Dakar, Sénégal","https://s3-eu-west-1.amazonaws.com/coinafrique-app-assets/221783951852_user_photo223437_1548965813.31.png"
"1765225794-248","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-5594420","Poule Brahman","Prix sur demande","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225797-249","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-5642510","Pigeon Voyageur","20 000 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225799-250","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-goliath-5648319","Poulet Goliath","Prix sur demande","Mbao, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225801-251","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-goliath-5648409","Poussin goliath","300 CFA","Thies, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225804-252","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulettes-pre-ponte-de-124-jours-5655142","Poulettes pré ponte de 124 jours","5 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
